complemento.valorTotal,dets.nItem,dets.prod.indTot,dets.prod.qCom,dets.prod.uCom,dets.prod.vProd,dets.prod.vUnCom,dets.prod.xProd,emit.cnpj,emit.enderEmit.fone,emit.enderEmit.uf,emit.enderEmit.xBairro,emit.enderEmit.xLgr,emit.enderEmit.xMun,emit.enderEmit.xPais,emit.xFant,ide.dhEmi.$date,ide.natOp,infAdic.infCpl,total.icmsTot.vbc,total.icmsTot.vbcst,total.icmsTot.vcofins,total.icmsTot.vDesc,total.icmsTot.vFrete,total.icmsTot.vicms,total.icmsTot.vicmsDeson,total.icmsTot.vii,total.icmsTot.vipi,total.icmsTot.vnf,total.icmsTot.vOutro,total.icmsTot.vpis,total.icmsTot.vProd,total.icmsTot.vSeg,total.icmsTot.vst,total.icmsTot.vTotTrib,versaoDocumento
"66,64",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T20:36:16.000Z,VENDA,Mesa 33,0,0,0,0,0,0,0,0,0,"66,65",0,0,"66,65",0,0,"4,71",1
"66,68",1,1,1,UN,1,1,CHA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:35:34.000Z,VENDA,Mesa 14,0,0,0,0,0,0,0,0,0,"66,69",0,0,"66,69",0,0,"5,14",1
"66,68",1,1,1,UN,6,6,CERVEJA LATA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T21:08:12.000Z,VENDA,Mesa 82,0,0,0,0,0,0,0,0,0,"66,69",0,0,"66,69",0,0,"8,12",1
"66,68",2,1,"0,79",KG,"54,19","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T21:08:12.000Z,VENDA,Mesa 82,0,0,0,0,0,0,0,0,0,"66,69",0,0,"66,69",0,0,"8,12",1
"66,68",2,1,"0,892",KG,"61,19","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:35:34.000Z,VENDA,Mesa 14,0,0,0,0,0,0,0,0,0,"66,69",0,0,"66,69",0,0,"5,14",1
"66,68",3,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:35:34.000Z,VENDA,Mesa 14,0,0,0,0,0,0,0,0,0,"66,69",0,0,"66,69",0,0,"5,14",1
"66,68",3,1,1,UN,"6,5","6,5",CERVEJA LATA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T21:08:12.000Z,VENDA,Mesa 82,0,0,0,0,0,0,0,0,0,"66,69",0,0,"66,69",0,0,"8,12",1
"66,74",1,1,3,UN,"10,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T14:02:42.000Z,VENDA,Mesa 97,0,0,0,0,0,0,0,0,0,"59,75",0,0,"66,75",0,0,"4,46",1
"66,74",2,1,"0,82",KG,"56,25","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T14:02:42.000Z,VENDA,Mesa 97,0,0,0,0,0,0,0,0,0,"59,75",0,0,"66,75",0,0,"4,46",1
"66,81",1,1,1,UN,12,12,TEMAKI,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T21:25:24.000Z,VENDA,Mesa 46,0,0,0,0,0,0,0,0,0,"66,82",0,0,"66,82",0,0,"6,62",1
"66,81",2,1,"0,668",KG,"45,82","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T21:25:24.000Z,VENDA,Mesa 46,0,0,0,0,0,0,0,0,0,"66,82",0,0,"66,82",0,0,"6,62",1
"66,81",3,1,2,UN,9,"4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T21:25:24.000Z,VENDA,Mesa 46,0,0,0,0,0,0,0,0,0,"66,82",0,0,"66,82",0,0,"6,62",1
"66,93",1,1,3,UN,"10,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T21:57:32.000Z,VENDA,Mesa 72,0,0,0,0,0,0,0,0,0,"50,94",0,0,"66,94",0,0,"7,27",1
"66,93",2,1,"0,626",KG,"42,94","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T21:57:32.000Z,VENDA,Mesa 72,0,0,0,0,0,0,0,0,0,"50,94",0,0,"66,94",0,0,"7,27",1
"66,93",3,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T21:57:32.000Z,VENDA,Mesa 72,0,0,0,0,0,0,0,0,0,"50,94",0,0,"66,94",0,0,"7,27",1
"67,09",1,1,1,UN,"3,85","3,85",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-22T13:37:46.000Z,VENDA,Mesa 96,0,0,0,0,0,0,0,0,0,"67,09",0,0,"67,09",0,0,"4,46",[Record]
"67,09",2,1,"0,922",KG,"63,24","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-22T13:37:46.000Z,VENDA,Mesa 96,0,0,0,0,0,0,0,0,0,"67,09",0,0,"67,09",0,0,"4,46",[Record]
"67,18",1,1,"0,914",KG,"62,7","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-15T12:54:22.000Z,VENDA,Mesa 55,0,0,0,0,0,0,0,0,0,"67,2",0,0,"67,2",0,0,"4,73",1
"67,18",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-15T12:54:22.000Z,VENDA,Mesa 55,0,0,0,0,0,0,0,0,0,"67,2",0,0,"67,2",0,0,"4,73",1
"67,22",1,1,6,UN,21,"3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T13:12:11.000Z,VENDA,Mesa 67,0,0,0,0,0,0,0,0,0,"53,23",0,0,"67,23",0,0,"6,58",1
"67,22",2,1,"0,674",KG,"46,23","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T13:12:11.000Z,VENDA,Mesa 67,0,0,0,0,0,0,0,0,0,"53,23",0,0,"67,23",0,0,"6,58",1
"67,29",1,1,"0,85",KG,"58,31","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-14T13:25:58.000Z,VENDA,Mesa 78,0,0,0,0,0,0,0,0,0,"67,31",0,0,"67,31",0,0,"6,65",1
"67,29",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-21T13:04:04.000Z,VENDA,Mesa 42,0,0,0,0,0,0,0,0,0,"67,29",0,0,"67,29",0,0,"4,31",[Record]
"67,29",2,1,"0,93",KG,"63,79","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-21T13:04:04.000Z,VENDA,Mesa 42,0,0,0,0,0,0,0,0,0,"67,29",0,0,"67,29",0,0,"4,31",[Record]
"67,29",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-14T13:25:58.000Z,VENDA,Mesa 78,0,0,0,0,0,0,0,0,0,"67,31",0,0,"67,31",0,0,"6,65",1
"67,29",3,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-14T13:25:58.000Z,VENDA,Mesa 78,0,0,0,0,0,0,0,0,0,"67,31",0,0,"67,31",0,0,"6,65",1
"67,42",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:38:35.000Z,VENDA,Mesa 26,0,0,0,0,0,0,0,0,0,"67,43",0,0,"67,43",0,0,"4,32",1
"67,42",2,1,"0,932",KG,"63,93","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:38:35.000Z,VENDA,Mesa 26,0,0,0,0,0,0,0,0,0,"67,43",0,0,"67,43",0,0,"4,32",1
"67,53",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T13:16:40.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"67,54",0,0,"67,54",0,0,"6,23",1
"67,53",2,1,"0,868",KG,"59,54","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T13:16:40.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"67,54",0,0,"67,54",0,0,"6,23",1
"67,53",3,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T13:16:40.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"67,54",0,0,"67,54",0,0,"6,23",1
"67,55",1,1,"0,498",KG,"34,16","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T22:47:11.000Z,VENDA,Mesa 93,0,0,0,0,0,0,0,0,0,"49,56",0,0,"67,56",0,0,"11,76",[Record]
"67,55",2,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T22:47:11.000Z,VENDA,Mesa 93,0,0,0,0,0,0,0,0,0,"49,56",0,0,"67,56",0,0,"11,76",[Record]
"67,55",3,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T22:47:11.000Z,VENDA,Mesa 93,0,0,0,0,0,0,0,0,0,"49,56",0,0,"67,56",0,0,"11,76",[Record]
"67,55",4,1,2,UN,"6,4","3,2",DOCINHOS,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T22:47:11.000Z,VENDA,Mesa 93,0,0,0,0,0,0,0,0,0,"49,56",0,0,"67,56",0,0,"11,76",[Record]
"67,62",1,1,3,UN,"10,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T13:55:54.000Z,VENDA,Mesa 88,0,0,0,0,0,0,0,0,0,"51,62",0,0,"67,62",0,0,"7,28",1
"67,62",2,1,"0,636",KG,"43,62","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T13:55:54.000Z,VENDA,Mesa 88,0,0,0,0,0,0,0,0,0,"51,62",0,0,"67,62",0,0,"7,28",1
"67,62",3,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T13:55:54.000Z,VENDA,Mesa 88,0,0,0,0,0,0,0,0,0,"51,62",0,0,"67,62",0,0,"7,28",1
"67,64",1,1,"0,914",KG,"62,7","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T14:48:17.000Z,VENDA,Mesa 83,0,0,0,0,0,0,0,0,0,"67,65",0,0,"67,65",0,0,"4,94",[Record]
"67,64",2,1,1,UN,"4,95","4,95",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T14:48:17.000Z,VENDA,Mesa 83,0,0,0,0,0,0,0,0,0,"67,65",0,0,"67,65",0,0,"4,94",[Record]
"67,71",1,1,"0,856",KG,"58,72","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T20:48:08.000Z,VENDA,Mesa 38,0,0,0,0,0,0,0,0,0,"67,72",0,0,"67,72",0,0,"6,67",[Record]
"67,71",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T20:48:08.000Z,VENDA,Mesa 38,0,0,0,0,0,0,0,0,0,"67,72",0,0,"67,72",0,0,"6,67",[Record]
"67,71",3,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T20:48:08.000Z,VENDA,Mesa 38,0,0,0,0,0,0,0,0,0,"67,72",0,0,"67,72",0,0,"6,67",[Record]
"67,78",1,1,6,UN,21,"3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T18:59:31.000Z,VENDA,Mesa 4,0,0,0,0,0,0,0,0,0,"53,78",0,0,"67,78",0,0,"6,59",1
"67,78",2,1,"0,682",KG,"46,78","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T18:59:31.000Z,VENDA,Mesa 4,0,0,0,0,0,0,0,0,0,"53,78",0,0,"67,78",0,0,"6,59",1
"67,85",1,1,"0,86",KG,"58,85","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T12:48:12.000Z,VENDA,Mesa 13,0,0,0,0,0,0,0,0,0,"43,73",0,0,"67,85",0,0,"5,82",1
"67,85",2,1,2,UN,9,"4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T12:48:12.000Z,VENDA,Mesa 13,0,0,0,0,0,0,0,0,0,"43,73",0,0,"67,85",0,0,"5,82",1
"67,9",1,1,"0,99",KG,"67,91","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T12:55:05.000Z,VENDA,Mesa 22,0,0,0,0,0,0,0,0,0,"67,91",0,0,"67,91",0,0,"2,85",1
"68,04",1,1,1,UN,"3,5","3,5",CAFE EXPRESSO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-07T13:27:55.000Z,VENDA,Mesa 69,0,0,0,0,0,0,0,0,0,"68,04",0,0,"68,04",0,0,"8,97",1
"68,04",2,1,"0,782",KG,"53,64","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-07T13:27:55.000Z,VENDA,Mesa 69,0,0,0,0,0,0,0,0,0,"68,04",0,0,"68,04",0,0,"8,97",1
"68,04",3,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-07T13:27:55.000Z,VENDA,Mesa 69,0,0,0,0,0,0,0,0,0,"68,04",0,0,"68,04",0,0,"8,97",1
"68,04",4,1,2,UN,"6,4","3,2",DOCINHOS,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-07T13:27:55.000Z,VENDA,Mesa 69,0,0,0,0,0,0,0,0,0,"68,04",0,0,"68,04",0,0,"8,97",1
"68,16",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T23:03:32.000Z,VENDA,Mesa 94,0,0,0,0,0,0,0,0,0,"68,17",0,0,"68,17",0,0,"7,11",1
"68,16",2,1,1,UN,"6,5","6,5",SUSHI ESPECIAL,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T23:03:32.000Z,VENDA,Mesa 94,0,0,0,0,0,0,0,0,0,"68,17",0,0,"68,17",0,0,"7,11",1
"68,16",3,1,"0,848",KG,"58,17","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T23:03:32.000Z,VENDA,Mesa 94,0,0,0,0,0,0,0,0,0,"68,17",0,0,"68,17",0,0,"7,11",1
"68,17",1,1,3,UN,"10,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T22:10:26.000Z,VENDA,Mesa 90,0,0,0,0,0,0,0,0,0,"52,17",0,0,"68,17",0,0,"7,3",1
"68,17",2,1,"0,644",KG,"44,17","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T22:10:26.000Z,VENDA,Mesa 90,0,0,0,0,0,0,0,0,0,"52,17",0,0,"68,17",0,0,"7,3",1
"68,17",3,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T22:10:26.000Z,VENDA,Mesa 90,0,0,0,0,0,0,0,0,0,"52,17",0,0,"68,17",0,0,"7,3",1
"68,18",1,1,"0,994",KG,"68,18","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T20:01:56.000Z,VENDA,Mesa 7,0,0,0,0,0,0,0,0,0,"68,18",0,0,"68,18",0,0,"2,86",[Record]
"68,2",1,1,1,UN,"3,85","3,85",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T14:23:50.000Z,VENDA,Mesa 91,0,0,0,0,0,0,0,0,0,"68,2",0,0,"68,2",0,0,"6,61",[Record]
"68,2",2,1,"0,866",KG,"59,4","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T14:23:50.000Z,VENDA,Mesa 91,0,0,0,0,0,0,0,0,0,"68,2",0,0,"68,2",0,0,"6,61",[Record]
"68,2",3,1,1,UN,"4,95","4,95",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T14:23:50.000Z,VENDA,Mesa 91,0,0,0,0,0,0,0,0,0,"68,2",0,0,"68,2",0,0,"6,61",[Record]
"68,24",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T19:16:12.000Z,VENDA,Mesa 3,0,0,0,0,0,0,0,0,0,"68,25",0,0,"68,25",0,0,"4,35",[Record]
"68,24",1,1,2,UN,9,"4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T13:14:37.000Z,VENDA,Mesa 60,0,0,0,0,0,0,0,0,0,"68,24",0,0,"68,24",0,0,"4,78",1
"68,24",2,1,"0,798",KG,"54,74","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T13:14:37.000Z,VENDA,Mesa 60,0,0,0,0,0,0,0,0,0,"68,24",0,0,"68,24",0,0,"4,78",1
"68,24",2,1,"0,944",KG,"64,75","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T19:16:12.000Z,VENDA,Mesa 3,0,0,0,0,0,0,0,0,0,"68,25",0,0,"68,25",0,0,"4,35",[Record]
"68,24",3,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T13:14:37.000Z,VENDA,Mesa 60,0,0,0,0,0,0,0,0,0,"68,24",0,0,"68,24",0,0,"4,78",1
"68,25",1,1,1,UN,"12,5","12,5",WHISKY,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T12:22:51.000Z,VENDA,Mesa 4,0,0,0,0,0,0,0,0,0,"68,26",0,0,"68,26",0,0,"12,81",1
"68,25",2,1,"0,654",KG,"44,86","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T12:22:51.000Z,VENDA,Mesa 4,0,0,0,0,0,0,0,0,0,"68,26",0,0,"68,26",0,0,"12,81",1
"68,25",3,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T12:22:51.000Z,VENDA,Mesa 4,0,0,0,0,0,0,0,0,0,"68,26",0,0,"68,26",0,0,"12,81",1
"68,25",4,1,2,UN,"6,4","3,2",DOCINHOS,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T12:22:51.000Z,VENDA,Mesa 4,0,0,0,0,0,0,0,0,0,"68,26",0,0,"68,26",0,0,"12,81",1
"68,27",1,1,"0,93",KG,"63,79","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T22:33:52.000Z,VENDA,Mesa 90,0,0,0,0,0,0,0,0,0,"68,29",0,0,"68,29",0,0,"4,78",1
"68,27",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T22:33:52.000Z,VENDA,Mesa 90,0,0,0,0,0,0,0,0,0,"68,29",0,0,"68,29",0,0,"4,78",1
"68,39",1,1,1,UN,"4,5","4,5",LIMONADA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T13:02:31.000Z,VENDA,Mesa 18,0,0,0,0,0,0,0,0,0,"68,4",0,0,"68,4",0,0,"2,88",1
"68,39",2,1,"0,866",KG,"59,4","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T13:02:31.000Z,VENDA,Mesa 18,0,0,0,0,0,0,0,0,0,"68,4",0,0,"68,4",0,0,"2,88",1
"68,39",3,1,1,UN,"4,5","4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T13:02:31.000Z,VENDA,Mesa 18,0,0,0,0,0,0,0,0,0,"68,4",0,0,"68,4",0,0,"2,88",1
"68,4",1,1,1,UN,5,5,CERVEJA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:34:38.000Z,VENDA,Mesa 98,0,0,0,0,0,0,0,0,0,"68,41",0,0,"68,41",0,0,"9,68",1
"68,4",2,1,"0,764",KG,"52,41","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:34:38.000Z,VENDA,Mesa 98,0,0,0,0,0,0,0,0,0,"68,41",0,0,"68,41",0,0,"9,68",1
"68,4",3,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:34:38.000Z,VENDA,Mesa 98,0,0,0,0,0,0,0,0,0,"68,41",0,0,"68,41",0,0,"9,68",1
"68,4",4,1,1,UN,"6,5","6,5",CERVEJA LATA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:34:38.000Z,VENDA,Mesa 98,0,0,0,0,0,0,0,0,0,"68,41",0,0,"68,41",0,0,"9,68",1
"68,44",1,1,3,UN,"10,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T14:01:41.000Z,VENDA,Mesa 86,0,0,0,0,0,0,0,0,0,"52,45",0,0,"68,45",0,0,"7,31",[Record]
"68,44",2,1,"0,648",KG,"44,45","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T14:01:41.000Z,VENDA,Mesa 86,0,0,0,0,0,0,0,0,0,"52,45",0,0,"68,45",0,0,"7,31",[Record]
"68,44",3,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T14:01:41.000Z,VENDA,Mesa 86,0,0,0,0,0,0,0,0,0,"52,45",0,0,"68,45",0,0,"7,31",[Record]
"68,55",1,1,"0,934",KG,"64,07","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T22:22:01.000Z,VENDA,Mesa 77,0,0,0,0,0,0,0,0,0,"68,57",0,0,"68,57",0,0,"4,79",1
"68,55",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T22:22:01.000Z,VENDA,Mesa 77,0,0,0,0,0,0,0,0,0,"68,57",0,0,"68,57",0,0,"4,79",1
